2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -58.259201, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -54.737373, -58.259201, -58.259201, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -28.021532, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400, -70.300400
2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -57.711597, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -54.189774, -57.711597, -57.711597, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -28.025602, -63.732197, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800, -69.752800
2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -58.137848, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -54.616024, -58.137848, -64.158447, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -64.158447, -58.137848, -28.034849, -54.616024, -64.158447, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047, -70.179047
2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -64.273659, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -58.253059, -58.253059, -58.253059, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -64.273659, -28.015392, -64.273659, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258, -70.294258
2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -58.534626, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -55.012802, -58.534626, -58.534626, -64.555229, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -64.555229, -64.555229, -64.555229, -58.534626, -28.033730, -58.534626, -64.555229, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -70.575829, -64.555229, -70.575829, -70.575829
2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -58.119930, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -58.119930, -58.119930, -64.140533, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -64.140533, -28.016932, -64.140533, -64.140533, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133, -70.161133
2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -64.137360, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -58.116760, -58.116760, -58.116760, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -28.013762, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959, -70.157959
2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -59.271858, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -55.750034, -59.271858, -59.271858, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -65.292458, -65.292458, -28.026001, -59.271858, -65.292458, -65.292458, -65.292458, -65.292458, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -71.313057, -65.292458
2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -58.417599, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -58.417599, -58.417599, -58.417599, -64.438194, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -29.021158, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801, -70.458801
2020-02-14, 23:04:55, 5629171875, 5651171875, 343750, 64, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -62.997738, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -56.977139, -56.977139, -62.997738, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -27.010929, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341, -69.018341
